# Data from Open Admin Data (https://openadmindata.org/gh/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/ghana-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.district,children_count.town,zip_codes,geo.lat,geo.lon,source_url
GH0812,2,District,District,Tamale Metropolitan,Tamale Metropolitan,tamale-metropolitan-gh0812,GH0812,,GH08,Northern,Northern,,,27,,9.385,-0.743,
GH0813,2,District,District,Tatale Sanguli,Tatale Sanguli,tatale-sanguli-gh0813,GH0813,,GH08,Northern,Northern,,,4,,9.142,0.456,
GH0814,2,District,District,Tolon,Tolon,tolon-gh0814,GH0814,,GH08,Northern,Northern,,,4,,9.556,-1.198,
GH0815,2,District,District,Yendi Municipal,Yendi Municipal,yendi-municipal-gh0815,GH0815,,GH08,Northern,Northern,,,10,,9.472,0.022,
GH0816,2,District,District,Zabzugu,Zabzugu,zabzugu-gh0816,GH0816,,GH08,Northern,Northern,,,4,,9.091,0.308,
GH09,1,Region,Region,Northern East,Northern East,northern-east-gh09,GH09,,,,,,6,31,,10.321,-0.856,https://openadmindata.org/gh/regions/northern-east-gh09/
GH0901,2,District,District,Bunkpurugu Nakpanduri,Bunkpurugu Nakpanduri,bunkpurugu-nakpanduri-gh0901,GH0901,,GH09,Northern East,Northern East,,,2,,10.509,0.043,
GH0902,2,District,District,Chereponi,Chereponi,chereponi-gh0902,GH0902,,GH09,Northern East,Northern East,,,4,,10.179,0.207,
GH0903,2,District,District,East Mamprusi,East Mamprusi,east-mamprusi-gh0903,GH0903,,GH09,Northern East,Northern East,,,7,,10.453,-0.432,
GH0904,2,District,District,Mamprugu Moagduri,Mamprugu Moagduri,mamprugu-moagduri-gh0904,GH0904,,GH09,Northern East,Northern East,,,1,,10.258,-1.318,
GH0905,2,District,District,West Mamprusi Municipal,West Mamprusi Municipal,west-mamprusi-municipal-gh0905,GH0905,,GH09,Northern East,Northern East,,,14,,10.298,-0.765,
GH0906,2,District,District,Yunyoo-Nasuan,Yunyoo-Nasuan,yunyoo-nasuan-gh0906,GH0906,,GH09,Northern East,Northern East,,,3,,10.434,-0.084,
GH10,1,Region,Region,Oti,Oti,oti-gh10,GH10,,,,,,8,58,,7.932,0.242,https://openadmindata.org/gh/regions/oti-gh10/
GH1001,2,District,District,Biakoye,Biakoye,biakoye-gh1001,GH1001,,GH10,Oti,Oti,,,0,,7.393,0.246,
GH1002,2,District,District,Jasikan,Jasikan,jasikan-gh1002,GH1002,,GH10,Oti,Oti,,,18,,7.376,0.558,
GH1003,2,District,District,Kadjebi,Kadjebi,kadjebi-gh1003,GH1003,,GH10,Oti,Oti,,,11,,7.718,0.533,
GH1004,2,District,District,Krachi East Municipal,Krachi East Municipal,krachi-east-municipal-gh1004,GH1004,,GH10,Oti,Oti,,,6,,7.805,0.264,
GH1005,2,District,District,Krachi Nchumuru,Krachi Nchumuru,krachi-nchumuru-gh1005,GH1005,,GH10,Oti,Oti,,,0,,8.189,-0.088,
GH1006,2,District,District,Krachi West,Krachi West,krachi-west-gh1006,GH1006,,GH10,Oti,Oti,,,10,,7.89,-0.036,
GH1007,2,District,District,Nkwanta North,Nkwanta North,nkwanta-north-gh1007,GH1007,,GH10,Oti,Oti,,,4,,8.551,0.234,
GH1008,2,District,District,Nkwanta South Municipal,Nkwanta South Municipal,nkwanta-south-municipal-gh1008,GH1008,,GH10,Oti,Oti,,,9,,8.25,0.414,
GH11,1,Region,Region,Savannah,Savannah,savannah-gh11,GH11,,,,,,7,42,,9.049,-1.494,https://openadmindata.org/gh/regions/savannah-gh11/
GH1101,2,District,District,Bole,Bole,bole-gh1101,GH1101,,GH11,Savannah,Savannah,,,6,,8.692,-2.179,
GH1102,2,District,District,Central Gonja,Central Gonja,central-gonja-gh1102,GH1102,,GH11,Savannah,Savannah,,,6,,8.941,-1.106,
GH1103,2,District,District,East Gonja Municipal,East Gonja Municipal,east-gonja-municipal-gh1103,GH1103,,GH11,Savannah,Savannah,,,16,,8.349,-1.026,
GH1104,2,District,District,North East Gonja,North East Gonja,north-east-gonja-gh1104,GH1104,,GH11,Savannah,Savannah,,,0,,8.741,-0.528,
GH1105,2,District,District,North Gonja,North Gonja,north-gonja-gh1105,GH1105,,GH11,Savannah,Savannah,,,0,,9.691,-1.617,
GH1106,2,District,District,Sawla-Tuna-Kalba,Sawla-Tuna-Kalba,sawla-tuna-kalba-gh1106,GH1106,,GH11,Savannah,Savannah,,,6,,9.479,-2.413,
GH1107,2,District,District,West Gonja,West Gonja,west-gonja-gh1107,GH1107,,GH11,Savannah,Savannah,,,8,,9.223,-1.754,
GH12,1,Region,Region,Upper East,Upper East,upper-east-gh12,GH12,,,,,,15,169,,10.728,-0.819,https://openadmindata.org/gh/regions/upper-east-gh12/
GH1201,2,District,District,Bawku Municipal,Bawku Municipal,bawku-municipal-gh1201,GH1201,,GH12,Upper East,Upper East,,,19,,11.042,-0.237,
GH1202,2,District,District,Bawku West,Bawku West,bawku-west-gh1202,GH1202,,GH12,Upper East,Upper East,,,19,,10.843,-0.493,
GH1203,2,District,District,Binduri,Binduri,binduri-gh1203,GH1203,,GH12,Upper East,Upper East,,,0,,10.946,-0.302,
GH1204,2,District,District,Bolga East,Bolga East,bolga-east-gh1204,GH1204,,GH12,Upper East,Upper East,,,6,,10.803,-0.798,
GH1205,2,District,District,Bolgatanga Municipal,Bolgatanga Municipal,bolgatanga-municipal-gh1205,GH1205,,GH12,Upper East,Upper East,,,20,,10.749,-0.933,
GH1206,2,District,District,Bongo,Bongo,bongo-gh1206,GH1206,,GH12,Upper East,Upper East,,,35,,10.918,-0.805,
GH1207,2,District,District,Builsa North,Builsa North,builsa-north-gh1207,GH1207,,GH12,Upper East,Upper East,,,7,,10.711,-1.258,
GH1208,2,District,District,Builsa South,Builsa South,builsa-south-gh1208,GH1208,,GH12,Upper East,Upper East,,,9,,10.532,-1.263,
GH1209,2,District,District,Garu,Garu,garu-gh1209,GH1209,,GH12,Upper East,Upper East,,,8,,10.77,-0.223,
GH1210,2,District,District,Kasena Nankana East,Kasena Nankana East,kasena-nankana-east-gh1210,GH1210,,GH12,Upper East,Upper East,,,19,,10.749,-1.07,
GH1211,2,District,District,Kasena Nankana West,Kasena Nankana West,kasena-nankana-west-gh1211,GH1211,,GH12,Upper East,Upper East,,,10,,10.873,-1.316,
GH1212,2,District,District,Nabdam,Nabdam,nabdam-gh1212,GH1212,,GH12,Upper East,Upper East,,,5,,10.847,-0.661,
GH1213,2,District,District,Pusiga,Pusiga,pusiga-gh1213,GH1213,,GH12,Upper East,Upper East,,,0,,11.077,-0.092,
GH1214,2,District,District,Talensi,Talensi,talensi-gh1214,GH1214,,GH12,Upper East,Upper East,,,2,,10.642,-0.624,
GH1215,2,District,District,Tempane,Tempane,tempane-gh1215,GH1215,,GH12,Upper East,Upper East,,,10,,10.901,-0.09,
GH13,1,Region,Region,Upper West,Upper West,upper-west-gh13,GH13,,,,,,11,109,,10.334,-2.215,https://openadmindata.org/gh/regions/upper-west-gh13/
GH1301,2,District,District,Daffiama Bussie Issa,Daffiama Bussie Issa,daffiama-bussie-issa-gh1301,GH1301,,GH13,Upper West,Upper West,,,6,,10.367,-2.262,
GH1302,2,District,District,Jirapa,Jirapa,jirapa-gh1302,GH1302,,GH13,Upper West,Upper West,,,15,,10.588,-2.562,
GH1303,2,District,District,Lambussie-Karni,Lambussie-Karni,lambussie-karni-gh1303,GH1303,,GH13,Upper West,Upper West,,,4,,10.839,-2.583,
GH1304,2,District,District,Lawra,Lawra,lawra-gh1304,GH1304,,GH13,Upper West,Upper West,,,15,,10.62,-2.851,
GH1305,2,District,District,Nadowli-Kaleo,Nadowli-Kaleo,nadowli-kaleo-gh1305,GH1305,,GH13,Upper West,Upper West,,,13,,10.286,-2.638,
GH1306,2,District,District,Nandom,Nandom,nandom-gh1306,GH1306,,GH13,Upper West,Upper West,,,2,,10.867,-2.8,
GH1307,2,District,District,Sissala East,Sissala East,sissala-east-gh1307,GH1307,,GH13,Upper West,Upper West,,,8,,10.607,-1.853,
GH1308,2,District,District,Sissala West,Sissala West,sissala-west-gh1308,GH1308,,GH13,Upper West,Upper West,,,4,,10.759,-2.305,
GH1309,2,District,District,Wa East,Wa East,wa-east-gh1309,GH1309,,GH13,Upper West,Upper West,,,11,,10.086,-1.976,
GH1310,2,District,District,Wa Municipal,Wa Municipal,wa-municipal-gh1310,GH1310,,GH13,Upper West,Upper West,,,19,,10.038,-2.465,
GH1311,2,District,District,Wa West,Wa West,wa-west-gh1311,GH1311,,GH13,Upper West,Upper West,,,12,,9.918,-2.608,
GH14,1,Region,Region,Volta,Volta,volta-gh14,GH14,,,,,,18,173,,6.537,0.458,https://openadmindata.org/gh/regions/volta-gh14/
GH1401,2,District,District,Adaklu,Adaklu,adaklu-gh1401,GH1401,,GH14,Volta,Volta,,,1,,6.442,0.533,
GH1402,2,District,District,Afadzato South,Afadzato South,afadzato-south-gh1402,GH1402,,GH14,Volta,Volta,,,0,,6.875,0.365,
GH1403,2,District,District,Agotime Ziope,Agotime Ziope,agotime-ziope-gh1403,GH1403,,GH14,Volta,Volta,,,7,,6.476,0.692,
GH1404,2,District,District,Akatsi North,Akatsi North,akatsi-north-gh1404,GH1404,,GH14,Volta,Volta,,,3,,6.311,0.877,
GH1405,2,District,District,Akatsi South,Akatsi South,akatsi-south-gh1405,GH1405,,GH14,Volta,Volta,,,9,,6.153,0.799,
GH1406,2,District,District,Anloga,Anloga,anloga-gh1406,GH1406,,GH14,Volta,Volta,,,0,,5.825,0.795,
GH1407,2,District,District,Central Tongu,Central Tongu,central-tongu-gh1407,GH1407,,GH14,Volta,Volta,,,1,,6.165,0.611,
GH1408,2,District,District,Ho Municipal,Ho Municipal,ho-municipal-gh1408,GH1408,,GH14,Volta,Volta,,,30,,6.675,0.535,
GH1409,2,District,District,Ho West,Ho West,ho-west-gh1409,GH1409,,GH14,Volta,Volta,,,0,,6.602,0.334,
GH1410,2,District,District,Hohoe Municipal,Hohoe Municipal,hohoe-municipal-gh1410,GH1410,,GH14,Volta,Volta,,,31,,7.153,0.487,
GH1411,2,District,District,Keta Municipal,Keta Municipal,keta-municipal-gh1411,GH1411,,GH14,Volta,Volta,,,19,,5.937,0.883,
GH1412,2,District,District,Ketu North,Ketu North,ketu-north-gh1412,GH1412,,GH14,Volta,Volta,,,5,,6.192,0.978,
GH1413,2,District,District,Ketu South,Ketu South,ketu-south-gh1413,GH1413,,GH14,Volta,Volta,,,16,,6.08,1.072,
GH1414,2,District,District,Kpando Municipal,Kpando Municipal,kpando-municipal-gh1414,GH1414,,GH14,Volta,Volta,,,15,,6.999,0.317,
GH1415,2,District,District,North Dayi,North Dayi,north-dayi-gh1415,GH1415,,GH14,Volta,Volta,,,0,,6.817,0.231,
GH1416,2,District,District,North Tongu,North Tongu,north-tongu-gh1416,GH1416,,GH14,Volta,Volta,,,12,,6.144,0.297,
GH1417,2,District,District,South Dayi,South Dayi,south-dayi-gh1417,GH1417,,GH14,Volta,Volta,,,13,,6.544,0.241,
GH1418,2,District,District,South Tongu,South Tongu,south-tongu-gh1418,GH1418,,GH14,Volta,Volta,,,11,,5.965,0.641,
GH15,1,Region,Region,Western,Western,western-gh15,GH15,,,,,,14,144,,5.445,-2.112,https://openadmindata.org/gh/regions/western-gh15/
GH1501,2,District,District,Ahanta West Municipal,Ahanta West Municipal,ahanta-west-municipal-gh1501,GH1501,,GH15,Western,Western,,,10,,4.852,-1.987,
GH1502,2,District,District,Effia Kwesimintsim Municipal,Effia Kwesimintsim Municipal,effia-kwesimintsim-municipal-gh1502,GH1502,,GH15,Western,Western,,,7,,4.964,-1.808,
GH1503,2,District,District,Ellembelle,Ellembelle,ellembelle-gh1503,GH1503,,GH15,Western,Western,,,0,,5.15,-2.421,
GH1504,2,District,District,Jomoro,Jomoro,jomoro-gh1504,GH1504,,GH15,Western,Western,,,16,,5.197,-2.614,
GH1505,2,District,District,Mpohor,Mpohor,mpohor-gh1505,GH1505,,GH15,Western,Western,,,3,,5.058,-1.827,
GH1506,2,District,District,Nzema East,Nzema East,nzema-east-gh1506,GH1506,,GH15,Western,Western,,,10,,5.086,-2.222,
GH1507,2,District,District,Prestea/Huni Valley,Prestea/Huni Valley,presteahuni-valley-gh1507,GH1507,,GH15,Western,Western,,,13,,5.447,-2.04,
GH1508,2,District,District,Sekondi Takoradi Metropolis,Sekondi Takoradi Metropolis,sekondi-takoradi-metropolis-gh1508,GH1508,,GH15,Western,Western,,,31,,4.961,-1.733,
GH1509,2,District,District,Shama,Shama,shama-gh1509,GH1509,,GH15,Western,Western,,,7,,5.059,-1.641,
GH1510,2,District,District,Tarkwa Nsuaem,Tarkwa Nsuaem,tarkwa-nsuaem-gh1510,GH1510,,GH15,Western,Western,,,18,,5.138,-2.035,
GH1511,2,District,District,Wassa Amenfi Central,Wassa Amenfi Central,wassa-amenfi-central-gh1511,GH1511,,GH15,Western,Western,,,0,,5.739,-2.26,
GH1512,2,District,District,Wassa Amenfi East,Wassa Amenfi East,wassa-amenfi-east-gh1512,GH1512,,GH15,Western,Western,,,10,,5.878,-1.99,
GH1513,2,District,District,Wassa Amenfi West,Wassa Amenfi West,wassa-amenfi-west-gh1513,GH1513,,GH15,Western,Western,,,12,,5.747,-2.49,
GH1514,2,District,District,Wassa East,Wassa East,wassa-east-gh1514,GH1514,,GH15,Western,Western,,,7,,5.368,-1.622,
GH16,1,Region,Region,Western North,Western North,western-north-gh16,GH16,,,,,,9,85,,6.176,-2.656,https://openadmindata.org/gh/regions/western-north-gh16/
GH1601,2,District,District,Aowin,Aowin,aowin-gh1601,GH1601,,GH16,Western North,Western North,,,9,,5.695,-2.754,
GH1602,2,District,District,Bia East,Bia East,bia-east-gh1602,GH1602,,GH16,Western North,Western North,,,13,,6.828,-3.041,
GH1603,2,District,District,Bia West,Bia West,bia-west-gh1603,GH1603,,GH16,Western North,Western North,,,14,,6.569,-3.066,
GH1604,2,District,District,Bibiani-Anhwiaso-Bekwai Municipal,Bibiani-Anhwiaso-Bekwai Municipal,bibiani-anhwiaso-bekwai-municipal-gh1604,GH1604,,GH16,Western North,Western North,,,13,,6.294,-2.232,
GH1605,2,District,District,Bodi,Bodi,bodi-gh1605,GH1605,,GH16,Western North,Western North,,,8,,6.24,-2.855,
GH1606,2,District,District,Juaboso,Juaboso,juaboso-gh1606,GH1606,,GH16,Western North,Western North,,,8,,6.432,-2.913,
GH1607,2,District,District,Sefwi Akontombra,Sefwi Akontombra,sefwi-akontombra-gh1607,GH1607,,GH16,Western North,Western North,,,5,,6.094,-2.653,
GH1608,2,District,District,Sefwi-Wiawso,Sefwi-Wiawso,sefwi-wiawso-gh1608,GH1608,,GH16,Western North,Western North,,,10,,6.307,-2.518,
GH1609,2,District,District,Suaman,Suaman,suaman-gh1609,GH1609,,GH16,Western North,Western North,,,5,,6.107,-3.008,
